Q14_1,Q14_2,Q14_3,Q14_4,Q15_1,Q15_10,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q16,Q2,Q6_1,Q6_2,Q6_3,Q6_4,Q7_1,Q7_10,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q8,Q27,age_tab,asian,black,LA,natam,other,white,region,region_coarse,RZIP,RZIP4,SD,SEX,URBANICITY,w1,AD,AGE,CD,CNTY,CompletionDate,F12,F13,F14,F15,F16,F17,F18,F19,F20,ID,lang,latlang,likely,party_reg,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q21,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q25,Q26,Q48_6,Q29_argentina,Q29_bolivia,Q29_chile,Q29_colombia,Q29_costa_rica,Q29_cuba,Q29_ecuador,Q29_el_salvador,Q29_guatemala,Q29_honduras,Q29_mexico,Q29_nicaragua,Q29_others,Q29_panama,Q29_paraguay,Q29_peru,Q29_puerto_rico,Q29_uruguay,Q29_venezuela,Q30,Q31_bangladesh,Q31_bhutan,Q31_burma,Q31_cambodia,Q31_china,Q31_guam,Q31_hawaii,Q31_hmong,Q31_india,Q31_indonesia,Q31_japan,Q31_korea,Q31_laos,Q31_malaysia,Q31_nepal,Q31_others,Q31_pakistan,Q31_philippines,Q31_samoa,Q31_sri_lanka,Q31_taiwan,Q31_thailand,Q31_vietnam,Q32,Q33a,Q33b,Q33c,Q33d,Q34,Q35,Q36,Q37
1,2,2,4,1,3,1,3,3,1,1,3,1,3,1, , , , , , , , , , , , , , , , ,5,3, ,1,0, , , ,6,5,90815,4253,33,1,3,3.48523962382531027e-01,69,49,42,19,1,2,1,2,1,2,1,1,1,1,10286,1, ,1,1,4,1,4,1,5,49,2,8, , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,5,1,2,7
4,4,4,1,3,3,2,3,2,2,2,3,2,1,1, , , , , , , , , , , , , , , , ,1,5, , ,0, , ,1,5,4,91761,5748,22,1,2,8.89120714123715072e-01,53,66,35,36,1,2,1,1,1,1,1,1,1,1,11551,1, ,1,4,1,4,2,4,4,66,2,3,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,1,2,1,5
 , , , , , , , , , , , , , , ,2,1,5,1,5,1,3,1,3,3,1,3,3,2,3,1,5,5, , ,0, , , ,3,3,95817,3237, 8,1,3,6.44986462412362016e-01, 6,68, 7,34,1,3,1,3,1,3,1,3,1,1,10027,1,1,1,1,4,1,4,3,2,68,2,7,1, , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,1,1,1,5
5,2,2,3,3,2,2,3,2,2,2,2,3,2,1, , , , , , , , , , , , , , , , ,3,2, , ,0, , ,1,4,3,95361,2835, 4,2,2,6.32752107552228105e-01, 9,33, 5,50,1,1,1,3,1,1,1,1,1,1,10933,1, ,1,2,3,3,2,5,5,33,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,1,1,1,1,6
5,1,2,5,1,3,1,3,3,1,1,3,1,3,1, , , , , , , , , , , , , , , , ,5,1, , ,0, , , ,2,2,93003,7222,21,2,2,5.30230052436839960e-01,38,29,24,56,1,1,1,3,1,3,1,2,1,1, 7269,1,1,1,1,4,2,4,1,1,29,1,7, ,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,5,1,3,1
 , , , , , , , , , , , , , , ,1,4,1,4,1,4,3,1,1,1,1,1,1,1,1,1,3,5, , ,0, , ,1,7,6,95949,9244, 1,2,1,6.98331163292257084e-01, 1,66, 3,29,1,1,1,1,1,1,1,1,1,1, 2756,1, ,1,3,1,4,3,4,4,66,1,6,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,2,1,2,1,4
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2, ,1,0, , , ,6,5,90806,3241,33,2,3,2.10004805047958021e+00,69,37,42,19,1,2,1,2,1,2,2,2,2,2,10627,1, ,2,1,3,4,5,2,5,38,1,4, , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,3,5,2,1,4
2,2,1,4,1,3,2,2,3,1,2,3,1,3,1, , , , , , , , , , , , , , , , ,3,5, , ,0, , ,1,3,3,95630,6889, 6,2,2,1.94633673858305989e+00, 7,67, 3,34,1,3,3,1,1,3,1,1,1,1,10236,1, ,1,2,4,1,4,3,3,67,1,3,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,1,1,2,1,4
 , , , , , , , , , , , , , , ,2,2,2,1,4,1,3,1,3,3,1,3,3,1,3,1,3,5, , ,1, , , ,6,5,90042,3893,26,1,3,2.16232927391037988e+00,52,65,34,19,1,2,2,2,1,1,1,1,1,1, 4578,1,1,1,3,4,1,4,5,5,65,2,5,1, , , , , , , ,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,1,2,1,6
 , , , , , , , , , , , , , , ,1,5,3,2,2,1,2,3,3,2,2,1,3,2,1,2,3,1, , ,0, , ,1,6,5,91750,5752,22,2,2,5.95629019340496058e-01,41,28,31,19,1,2,2,2,2,2,2,2,2,2,13680,1, ,1,2,2,3,2,5,5,28,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,2, ,1,2,1,7
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , ,0, , , ,8,7,92647,6871,36,1,3,1.17006005501545007e+00,72,25,47,30,1,2,3,2,2,2,1,2,2,2, 2987,1,2,2,2,3,2,2,5,2,25,2,7,1,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,5,2,2,5
5,5,5,5,4,4,4,4,4,4,4,4,4,4,2, , , , , , , , , , , , , , , , ,1,2, , ,0, , , ,8,7,92688,5519,38,1,2,2.19814242022583012e-01,71,38,49,30,1,2,2,2,1,2,1,2,2,1, 1448,1,1,1,4,2,4,5,5,5,38,2,8, , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,1,2,1,7
 , , , , , , , , , , , , , , ,1, , ,4,1, , , , , , , , , , ,2,3,6, , ,0, , ,1,5,4,92352,   0,19,1,1,7.46557460699416087e-01,34,80,23,36,1,1,1,1,1,1,1,1,1,1,13073,1, ,1,4,3, , ,4,4,80,2,5,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,3,2,1,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3, , ,0, , ,1,9,8,92103,5123,39,2,3,1.29419053702080000e+00,78,41,50,37,1,2,2,2,2,2,1,2,2,2, 3681,1, ,2,4,4,2,4,5,5,41,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,2, ,5,2,2,4
1,2,3,4,1,3,1,3,2,1,1,3,2,3,2, , , , , , , , , , , , , , , , ,5,2, , ,1, , ,1,6,5,90026,2432,26,2,3,3.80262491415455040e-01,52,35,30,19,1,2,2,2,2,2,2,3,1,1,  488,1, ,1,1,4,2,4,3,4,35,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,2,2,2,6
 , , , , , , , , , , , , , , ,1,2,2,3,3,2,2,2,1,4,2,1,2,4,2,1,4,2, , ,0, , ,1,8,7,92886,6935,32,1,2,1.46531437552220001e+00,59,39,40,30,1,2,2,2,2,2,1,1,2,2, 9580,1, ,1,1,4,4,5,2,2,39,2,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,1,2,1,7
4,3,3,4,2,3,3,1,2,2,1,1,3,1,1, , , , , , , , , , , , , , , , ,3,1, ,1,0, , , ,1,1,94603,1874, 7,1,3,1.40305309817922996e+00,18,29,12, 1,1,2,2,2,2,2,2,2,2,2, 4284,1, ,2,2,5,1,3,3,3,30,2,3, , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,5,2,2,2
4,4,4,4,3,3,3,3,1,1,3,3,3,1,2, , , , , , , , , , , , , , , , ,3,2, , ,0, , ,1,5,4,92551,6336,31,2,2,2.64762248608190021e+00,60,31,39,33,1,3,3,2,1,2,3,1,2,2, 7455,1, ,1,1,2,4,2,4,4,31,4,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,3,1,2,1,4
2,1,1,4,2,3,1,3,3,1,3,3,1,3,1, , , , , , , , , , , , , , , , ,4,2, , ,1, , ,1,6,5,91344,2315,27,2,2,3.68387866870020009e-01,40,37,27,19,1,3,3,3,3,3,1,1,3,1,  520,1, ,1,1,4,1,4,4,4,37,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,1,2,2,4
5,1,1,4,1,3,2,2,3,1,4,3,2,3,1, , , , , , , , , , , , , , , , ,5,5, , ,0, , ,1,6,5,90403,6137,24,1,3,6.59624672981488080e-01,51,68,36,19,1,3,1,1,1,1,1,1,1,1,12298,1, ,1,1,4,1,4,4,5,68,2,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,3,2,2,4
3,4,2,4,1,3,3,3,3,2,3,3,2,3,1, , , , , , , , , , , , , , , , ,3,6, , ,0, , ,1,1,1,95409,2684, 2,2,2,9.17494226297788096e-01, 2,77, 4,49,1,1,1,1,1,1,1,1,1,1, 7560,1, ,1,1,4,1,4,5,4,77,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,1,2,1,4
2,1,1,5,1,3,2,3,3,2,2,3,2,3,3, , , , , , , , , , , , , , , , ,5,3, , ,0, , ,1,1,1,94903,1110, 2,2,1,5.22476682386141089e-01,12,49, 2,21,1,2,2,2,1,1,1,1,1,1, 7193,1, ,2,2,4,2,3,5,5,49,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,4, , ,1,1,2,1,7
2,1,1,3,1,1,1,3,3,1,1,3,1,3,1, , , , , , , , , , , , , , , , ,5,2, , ,0, , ,1,1,1,94110,2122,11,2,3,7.32317237768005058e-01,17,39,11,38,1,2,2,2,1,1,1,1,1,1, 1618,1, ,1,2,4,1,4,3,5,39,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,2,2,2,7
5,5,4,1,3,3,3,3,1,3,1,1,3,1,2, , , , , , , , , , , , , , , , ,3,3, , ,0, , ,1,8,7,92886,5112,32,2,2,2.17988421751549000e+00,59,43,40,30,1,2,2,2,2,2,2,3,2,2,13346,1, ,2,4,1,4,2,5,5,44,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,2,5,2,3,4
1,1,5,5,1,3,1,3,3,1,1,3,2,3,3, , , , , , , , , , , , , , , , ,5,1, , ,0, , , ,8,7,92691,5011,38,1,3,2.64915275856057009e-01,71,23,40,30,1,2,2,2,3,1,1,1,1,1,10614,1,2,2,1,4,3,5,2,5,23,5,7, ,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,4, , ,1,2,2,2,2
5,5,4,5,3,2,3,2,1,2,3,1,3,1,3, , , , , , , , , , , , , , , , ,1,3,1, ,0, , , ,6,5,90716,2459,36,2,3,1.00783529172529995e+00,67,42,45,19,1,2,2,1,1,2,1,1,2,3, 3853,1, ,1,4,1,4,2,4,4,42,1,7, , ,1, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,1, ,1,2,1,6
 , , , , , , , , , , , , , , ,1,2,1,4,5,1,3,1,3,3,1,1,3,1,3,1,5,1, , ,0, , ,1,3,3,95864,5049, 6,1,3,1.77679973576011008e-01, 6,23, 6,34,1,2,2,2,1,1,1,1,1,1,10374,1, ,1,1,4,3,4,5,5,23,2,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,1,1,2,4
2,1,1,5,1,3,1,3,3,1,2,3,2,3,1, , , , , , , , , , , , , , , , ,5,2, , ,0, , ,1,1,1,94707,1708, 7,2,2,4.80320002335866025e-01,14,36,12, 1,1,1,1,3,3,3,1,1,1,1, 2162,1, ,1,1,4,1,4,2,4,36,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,1,2,1,5
1,4,4,4,1,3,1,3,3,1,1,3,1,3,1, , , , , , , , , , , , , , , , ,5,2, ,1,0, , , ,1,1,94607,4643, 7,2,3,5.26028858855709047e-01,18,39,12, 1,1,3,1,3,1,3,1,1,1,1,14958,1, ,1,1,4,1,3,2,2,39,1,5, , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,5,2,2,5
 , , , , , , , , , , , , , , ,1,2,2,1,4,1,3,2,4,3,2,4,3,1,1,2,4,6, , ,0, , ,1,2,2,93111,1473,21,1,2,4.15148102271644059e-01,37,77,24,42,1,1,1,1,1,1,1,1,1,1, 7118,1, ,1,1,4,2,4,5,3,77,2,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,1,2,1,6
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4, , ,0, , ,1,2,2,93108,1321,21,2,1,2.47971225170957021e+00,37,63,24,42,1,2,2,2,1,2,1,2,3,2, 9210,1, ,2,3,4,3,2,5,5,63,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,2, ,1,2,1,7
 , , , , , , , , , , , , , , ,2,5,4,4,1,3,3,3,1,2,3,3,2,3,1,2,3,6, , ,0, , ,1,2,2,93060,4567,21,1,2,1.05913030650182005e+00,38,76,26,56,1,1,1,1,1,1,1,1,1,1, 8724,1, ,1,4,1,4,1,5,5,77,2,4,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,3,4,2,1,4
3,2,1,4,1,3,2,3,3,1,1,3,2,2,1, , , , , , , , , , , , , , , , ,3,1, , ,0, , , ,6,5,91775,2817,25,2,3,1.78938430758747019e-01,49,29,28,19,1,1,2,2,3,3,3,3,3,2,14817,1,2,2,1,4,1,2,5,2,30,1,8, ,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,1,5,2,2,4
5,5,4,1,4,1,4,1,1,3,4,1,1,1,1, , , , , , , , , , , , , , , , ,2,5, , ,0, , ,1,9,8,92020,7316,39,2,2,9.66300842133074100e-01,79,65,51,37,1,1,1,1,2,2,1,1,2,1, 5916,1, ,1,4,1,4,5,5,5,65,1,5,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,5,2,2,1
 , , , , , , , , , , , , , , ,1,4,5,5,1,3,1,3,1,1,3,3,1,3,1,2,1,6, , ,0, , ,1,5,4,92262, 661,19,2,2,4.28450456204685026e-01,47,78,41,33,1,1,1,1,1,1,1,1,1,1,10982,1, ,1,4,1,4,3,4,5,78,1,4,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,2, ,3,2,2,1
4,4,4,2,3,3,3,2,1,3,3,2,3,1,2, , , , , , , , , , , , , , , , ,2,5, , ,0, , ,1,8,7,92646,7566,36,2,3,1.49309159516095002e+00,72,66,47,30,1,3,3,3,3,3,1,1,3,3,13340,1, ,1,4,2,4,2,3,5,66,1,5,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,3,1,1,6
2,5,2,5,1,1,1,3,3,1,2,3,2,2,2, , , , , , , , , , , , , , , , ,4,4, , ,0, , ,1,1,1,95127,2316,15,2,3,4.03618752861668040e-01,25,53,18,43,1,1,1,1,1,1,1,1,1,1,  264,1, ,2,1,4,2,3,3,3,54,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,1,2, , ,2,2,1,7
5,2,2,4,1,2,2,2,3,2,3,3,3,2,2, , , , , , , , , , , , , , , , ,3,4, , ,0, , ,1,9,8,92064,3062,40,2,2,5.80968950130739015e-01,75,53,48,37,1,2,3,2,3,2,1,1,2,1, 9286,1, ,1,2,4,2,2,5,5,53,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,3,1,1,1,6
3,2,3,3,2,2,4,3,3,4,3,4,1,3,2, , , , , , , , , , , , , , , , ,3,1, , ,0, , ,1,2,2,93402,1401,17,2,2,4.05226758905882056e-01,30,26,24,40,1,2,2,1,2,1,1,1,2,2, 2553,1, ,1,4,3,2,4,5,5,26,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,2, ,1,2,3,4
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2, , ,0, , ,1,8,7,92602,1686,37,2,3,2.52471913376911994e+00,73,33,47,30,1,2,2,2,2,2,2,2,2,2, 6559,1, ,2,2,3,3,2,5,3,32,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,4, , ,3,1,2,2,7
5,5,2,3,1,1, ,3,3,1,3,3,2,3,2, , , , , , , , , , , , , , , , ,4,4, , ,0, ,1, ,9,8,92029,1859,40,2,2,1.10199936785408015e-01,76,53,50,37,1,1,1,2,1,3,1,1,1,1, 9061,1, ,1,1,4,1,4,5,5,  , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,3,2,1,7
5,5,5,5,3,3,3,4,3,1,4,3,3,1,3, , , , , , , , , , , , , , , , ,4,2, , ,0, , ,1,9,8,92029,6614,40,2,2,7.56774655060845070e-01,76,39,50,37,1,2,1,1,1,1,1,1,2,1,13316,1, ,1,2,4,2,1,5,5,39,1,6,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,4, , ,1,2,2,1,6
2,1,2,5,1,3,1,3,3,1,1,3,2,3,3, , , , , , , , , , , , , , , , ,5,3, , ,0, , ,1,8,7,92614,5961,37,1,3,6.00266710456463071e-01,73,40,47,30,1,1,1,1,1,1,1,1,1,1, 4800,1, ,1,1,4,4,4,3,2,40,2,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,1,1,2,2
5,5,5,1,2,3,3,3,2,3,3,2,2,1,2, , , , , , , , , , , , , , , , ,3,3, , ,0, , , ,3,3,95632,3523, 6,1,2,1.67570976008126005e+00, 9,41, 7,34,1,2,2,2,2,2,3,3,1,3, 7686,1,2,1,4,1,4,2,5,5,41,2,5, ,1, , , , , , , ,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,2, ,2,1,2,4
1,2,4,5,2,3,1,3,4,1,1,3,4,3,2, , , , , , , , , , , , , , , , ,5,2, , ,1, , ,1,6,5,90032,3033,26,1,3,5.45788000429867082e-01,52,32,34,19,1,2,2,2,2,3,3,3,1,3,14672,1, ,1,1,4,3,4,1,2,32,2,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,4, , ,1,2,2,1,6
5,5,5,5,4,2,1,4,2,4,2,1,1,3,1, , , , , , , , , , , , , , , , ,3,2, , ,0, , , ,9,8,92102,3645,39,1,3,2.27651765185464017e+00,79,32,52,37,1,2,2,2,2,2,2,1,2,2,11968,1,2,2,1,2,4,2,5,5,32,2,5, ,1,1, , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4, , ,3,5,2,2,3
 , , , , , , , , , , , , , , ,1,5,1,2,5,3,3,1,3,2,2,3,3,2,3,1,4,2, , ,0, , ,1,8,7,92610,1853,37,2,2,2.75927024352642047e-01,72,35,40,30,1,3,1,2,2,2,1,1,1,1,12023,1, ,1,1,4,2,4,5,2,35,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,1,1,1,2
1,5,2,5,1,3,1,1,2,1,2,3,1,4,1, , , , , , , , , , , , , , , , ,5,6, , ,0, , ,1,1,1,94702,1736, 7,1,3,1.30166760045742991e+00,14,76,12, 1,1,1,1,1,1,1,1,1,1,1,12377,1, ,1,1,4,1,2,5,5,76,2,5,1, , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,3,2,2,2
2,1,1,4,1,3,1,3,3,1,1,3,2,3,1, , , , , , , , , , , , , , , , ,5,2, , ,0, , ,1,5,4,92505,1740,31,1,3,5.96905822304905076e-01,58,34,39,33,1,3,3,3,3,1,1,1,1,1, 5606,1, ,1,1,4,1,4,3,5,35,2,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,1,2,1,6
2,1,1,2,1,4,1,2,3,1,1,3,3,2,1, , , , , , , , , , , , , , , , ,5,2, , ,0, , ,1,5,4,92507, 868,31,2,2,6.07206846352988050e-01,63,36,39,33,1,2,1,2,1,1,1,1,2,1, 7513,1, ,1,1,4,1,4,5,2,37,1,3,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,4, , ,1,1,2,2,3
